,userId,movieName,movieId,rating
0,0,Hustlers,0,3
1,0,Marriage Story,1,4
2,0,"Don't Worry, He Won't Get Far on Foot",2,5
3,0,The Lighthouse,3,6
4,0,Richard Jewell,4,7
5,0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,5,7
6,0,The King,6,7
7,0,The Gentlemen,7,7
8,0,1917,8,7
9,0,Last Christmas,9,7
10,0,The Good Liar,10,8
11,0,Bombshell,11,8
12,0,Judy,12,8
13,0,The Report,13,8
14,0,The Two Popes,14,8
15,0,Dark Waters,15,8
16,0,Little Women,16,9
17,0,Jexi,17,9
18,0,Star Wars: Episode IX - The Rise of Skywalker,18,10
19,0,Sometimes Always Never,19,10
20,0,The Aeronauts,20,10
21,0,The Art of Self-Defense,21,10
22,1,Spenser Confidential,22,9
23,2,Love and Bullets,23,4
24,2,Band of the Hand,24,5
25,2,Assassination,25,5
26,2,The Da Vinci Code,26,5
27,2,Shutter Island,27,5
28,2,30 Days of Night: Dark Days,28,5
29,2,The General's Daughter,29,6
30,2,Skyline,30,6
31,2,Spenser Confidential,22,6
32,2,Rooster Cogburn,31,7
33,2,Escape to Athena,32,7
34,2,The Pledge,33,7
35,2,The Outsider,34,7
36,2,Dragged Across Concrete,35,7
37,2,Jason and the Argonauts,36,8
38,2,The Heroes of Telemark,37,8
39,2,Mr. & Mrs. Smith,38,8
40,2,Alita: Battle Angel,39,8
41,2,Jack Ryan,40,8
42,2,I Don't Feel at Home in This World Anymore.,41,8
43,2,6 Underground,42,8
44,2,To Live and Die in L.A.,43,9
45,2,Burn After Reading,44,9
46,2,Lonesome Dove,45,10
47,3, Dracula:,46,3
48,3,Code 8,47,4
49,3,Once Upon a Time... in Hollywood,48,4
50,3,A Rainy Day in New York,49,4
51,3,Terminator: Dark Fate,50,5
52,3,The Addams Family,51,6
53,3,The Outfit,52,7
54,3, Vikings:,53,7
55,3,1917,8,7
56,3,Freaks,54,7
57,3,Countdown,55,7
58,3,Doctor Sleep,56,8
59,3,Gisaengchung,57,8
60,3,Spenser Confidential,22,8
61,3,Knives Out,58,8
62,3, The Witcher:,59,9
63,3,Primal,60,9
64,3,Chernobyl,61,10
65,4,Charlie's Angels,62,1
66,4,Star Wars: Episode IX - The Rise of Skywalker,18,2
67,4,Snatchers,63,2
68,4,Starcrash,64,3
69,4,Gamgi,65,4
70,4,The Adventures of Buckaroo Banzai Across the 8th Dimension,66,5
71,4,Zombieland: Double Tap,67,6
72,4,Terminator: Dark Fate,50,6
73,4,Superman: Red Son,68,6
74,4,Gemini Man,69,7
75,4,Bombshell,11,7
76,4,The Final Level: Escaping Rancala,70,7
77,4,Fukkatsu no hi,71,8
78,4,Free Enterprise,72,8
79,4,Sonic the Hedgehog,73,8
80,4,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,5,8
81,4,Contagion,74,9
82,4,Gisaengchung,57,9
83,4,Abigail,75,9
84,4,The Report,13,9
85,4,Virus,76,9
86,5,Chocolat,77,1
87,5,The Man Who Would Be King,78,3
88,5,Bad Boys for Life,79,4
89,5,Person of Interest,80,5
90,5,Van Helsing,81,5
91,5,Killshot,82,7
92,5,Contagion,74,7
93,5,SM-rechter,83,8
94,5,Black Panther,84,9
95,5,Joker,85,10
96,6,The Coldest Game,86,1
97,6,Diecisiete,87,2
98,6,Uncut Gems,88,3
99,6,The Laundromat,89,4
100,6,Chang-gwol,90,4
101,6,Modo Avião,91,4
102,6,Earthquake Bird,92,5
103,6,Si c'était de l'amour,93,5
104,6,Siberia,94,6
105,6,Onward,95,6
106,6,Black Moon Rising,96,7
107,6,Life of the Party,97,7
108,6,High Ground,98,7
