userId,movieId,rating
0,0,3
0,1,4
0,2,5
0,3,6
0,4,7
0,5,7
0,6,7
0,7,7
0,8,7
0,9,7
0,10,8
0,11,8
0,12,8
0,13,8
0,14,8
0,15,8
0,16,9
0,17,9
0,18,10
0,19,10
0,20,10
0,21,10
1,22,9
2,23,4
2,24,5
2,25,5
2,26,5
2,27,5
2,28,5
2,29,6
2,30,6
2,22,6
2,31,7
2,32,7
2,33,7
2,34,7
2,35,7
2,36,8
2,37,8
2,38,8
2,39,8
2,40,8
2,41,8
2,42,8
2,43,9
2,44,9
2,45,10
3,46,3
3,47,4
3,48,4
3,49,4
3,50,5
3,51,6
3,52,7
3,53,7
3,8,7
3,54,7
3,55,7
3,56,8
3,57,8
3,22,8
3,58,8
3,59,9
3,60,9
3,61,10
4,62,1
4,18,2
4,63,2
4,64,3
4,65,4
4,66,5
4,67,6
4,50,6
4,68,6
4,69,7
4,11,7
4,70,7
4,71,8
4,72,8
4,73,8
4,5,8
4,74,9
4,57,9
4,75,9
4,13,9
4,76,9
5,77,1
5,78,3
5,79,4
5,80,5
5,81,5
5,82,7
5,74,7
5,83,8
5,84,9
5,85,10
6,86,1
6,87,2
6,88,3
6,89,4
6,90,4
6,91,4
6,92,5
6,93,5
6,94,6
6,95,6
6,96,7
6,97,7
6,98,7
6,99,7
6,100,8
6,101,9
6,102,9
6,103,9
6,104,9
6,105,9
6,106,10
6,107,10
6,108,10
6,109,10
7,110,1
7,111,3
7,112,5
7,113,5
7,114,6
7,74,7
7,115,7
7,116,7
7,117,7
7,118,7
7,119,7
7,120,7
7,121,8
7,122,8
7,123,8
7,124,8
7,125,8
7,126,8
7,127,8
7,85,8
7,128,9
7,129,9
7,130,9
7,131,9
7,132,9
8,133,2
8,134,2
8,135,6
8,136,7
8,137,7
8,138,8
8,61,8
8,139,9
8,140,9
8,141,9
8,142,9
8,143,9
8,144,9
8,145,9
8,146,9
8,147,9
8,148,9
8,149,9
8,150,10
8,151,10
8,152,10
8,153,10
8,154,10
8,155,10
9,156,2
9,22,4
9,157,6
9,158,6
9,5,6
9,159,7
9,160,8
9,161,10
9,162,10
10,163,2
10,164,2
10,165,3
10,166,4
10,167,6
10,168,7
10,169,7
10,170,7
10,171,7
10,172,7
10,173,8
10,174,8
10,175,8
10,176,8
10,177,8
10,178,8
10,179,8
10,180,8
10,181,8
10,182,8
10,183,9
10,184,9
10,185,9
10,186,10
11,187,2
11,188,4
11,22,4
11,189,5
11,69,6
11,190,6
11,191,7
11,192,7
11,193,7
11,194,7
11,195,7
11,196,7
11,197,7
11,198,7
11,199,9
11,200,10
11,201,10
11,202,10
11,203,10
11,204,10
11,205,10
11,206,10
11,207,10
12,22,8
13,208,2
13,209,7
13,210,7
13,211,8
13,212,9
14,213,1
14,214,1
14,215,1
14,216,1
14,217,2
14,218,3
14,219,3
14,220,7
14,221,7
14,222,7
14,223,7
14,224,7
14,225,7
14,226,7
14,227,7
14,228,8
14,74,8
14,229,8
14,230,8
14,231,9
14,232,9
14,233,10
14,234,10
14,235,10
14,236,10
15,237,1
15,238,1
15,239,2
15,240,3
15,241,3
15,242,7
15,243,8
15,244,8
15,245,8
15,246,9
15,247,9
15,248,9
15,74,9
15,249,10
15,250,10
15,251,10
15,252,10
16,67,2
16,253,2
16,254,6
16,137,10
16,22,10
17,74,8
18,255,1
18,256,5
18,257,5
18,258,5
18,259,6
18,100,6
18,260,6
18,261,7
18,262,7
18,263,7
18,264,7
18,265,7
18,266,7
18,157,8
18,267,8
18,268,8
18,7,8
18,269,8
18,270,9
18,271,9
18,272,9
18,22,9
18,273,9
18,274,10
18,275,10
19,276,4
19,277,6
19,278,8
19,74,8
19,279,9
19,280,10
19,281,10
20,282,1
20,283,1
20,284,1
20,285,6
20,286,6
20,181,7
20,287,8
20,74,8
20,288,8
20,289,9
20,290,9
20,291,10
20,292,10
21,22,6
21,293,8
21,294,8
21,295,8
22,22,1
22,296,6
22,297,7
22,298,7
22,299,8
22,300,8
22,48,9
22,301,10
23,302,8
23,303,8
23,304,8
23,305,8
23,306,9
23,307,9
23,308,10
23,309,10
23,310,10
23,311,10
23,312,10
23,313,10
24,314,1
24,315,1
24,316,1
24,317,2
24,318,2
24,319,3
24,320,3
24,321,4
24,322,4
24,92,4
24,323,6
24,324,6
24,325,6
24,326,7
24,303,7
24,327,7
24,328,7
24,329,7
24,330,7
24,331,8
24,332,9
24,333,9
24,334,10
24,335,10
24,336,10
25,74,10
26,337,4
26,22,6
26,338,6
26,148,7
